51155246;;True
51155298;;True
114464470;;True
114464471;Estrada local Igreja Ruivães;True
114469225;;True
114469231;;True
183315567;;True
184154659;;True
184154661;;True
184154662;;True
184154663;;True
184154664;;True
184154666;;True
184154668;;True
184154669;;True
184154670;;True
184157106;;True
184157107;;True
184157108;;True
184157109;;True
184157111;;True
184157112;;True
184157114;;True
184157115;;True
184157116;;True
184157117;;True
184157118;;True
184157120;;True
184157121;;True
184157122;;True
184157126;;True
184157127;;True
184158182;;True
184158623;;True
184158629;;True
184158630;;True
185558967;;True
185559183;;True
185559237;;True
185628453;;True
185628465;;True
229682945;;True
263227303;;True
304313608;Rua das Almas;True
326745771;;True
370574750;;True
370575270;Rua das Almas;True
370575271;;True
370575272;;True
370575277;;True
370575278;;True
370575279;;True
370575280;;True
370575281;;True
370575282;;True
370575283;;True
370575284;;True
370575285;;True
370576307;Estrada local Igreja Ruivães;True
370576310;;True
370576311;;True
370576718;;True
370576720;;True
370576723;;True
