12542496;114302559;114302590;
12542496;114302590;114302594;
12542496;114302594;114302596;
12542496;114302596;114302599;
12542497;418721519;114302619;
12542497;114302619;114302622;
12542497;114302622;301110935;
12542497;301110935;114302625;
12542497;114302625;114302629;
12542497;114302629;114302631;
27426581;301110449;4758509554;
27426581;4758509554;1742795046;
27426581;1742795046;1742795052;
27426581;1742795052;301110450;
27426581;301110450;301110452;
27426581;301110452;114302631;
27426592;114302629;301110621;
27426592;301110621;1837851111;
162102325;1739857678;4309972875;
162102325;4309972875;3528435846;
162102325;3528435846;3528435847;
162102325;3528435847;114302625;
162102325;114302625;1725590079;
162102325;1725590079;4068479580;
162102325;4068479580;114302604;
162102325;114302604;301110819;
162102325;301110819;301110818;
172956463;301109387;114302601;
172956463;114302601;4068479583;
172956463;4068479583;1725590089;
172956463;1725590089;114302629;
287418686;114302599;114302601;
287418686;114302601;114302604;
287418686;114302604;114302606;
287418686;114302606;1874360082;
287418686;1874360082;4068479578;
287418686;4068479578;1725590074;
287418686;1725590074;4593155626;
287418686;4593155626;2096252029;
287418687;114302599;301110453;
287418688;114302631;114302635;
287418688;114302635;114302637;
287418688;114302637;114302641;
287418688;114302641;114302571;
